entry_time,direction,pnl,classification,candidate_entry_time,candidate_direction,candidate_pnl,source_exit_time,candidate_exit_time,source_entry_price,candidate_entry_price,source_exit_price,candidate_exit_price,source_exit_reason,candidate_exit_reason,entry_bar_delta,note
2024-11-01T23:00:00,long,-16.0,near_match_entry_shift,2024-11-01T22:45:00,long,15.0,2024-11-02T03:00:00,2024-11-02T03:00:00,20165.75,20150.25,20157.75,20157.75,long_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2024-11-15T09:45:00,short,131.5,no_near_match,,,,2024-11-15T20:15:00,,20919.0,,20853.25,,short_exit_opposite_10,,,no_same_side_trade_within_5_bars
2024-11-28T01:15:00,short,-142.5,near_match_price_diff,2024-11-28T00:30:00,short,-42.5,2024-11-28T03:45:00,2024-11-28T03:45:00,20725.0,20775.0,20796.25,20796.25,short_atr_stop,opposite_10,-3,same_side_trade_within_5_bars_but_price_diff
2024-12-21T02:30:00,long,-277.5,near_match_price_diff,2024-12-21T01:45:00,long,-341.5,2024-12-21T04:15:00,2024-12-21T05:45:00,21810.75,21781.0,21672.0,21610.25,long_atr_stop,atr_stop,-3,same_side_trade_within_5_bars_but_price_diff
2024-12-31T18:30:00,long,-51.5,near_match_entry_shift,2024-12-31T18:15:00,long,2.0,2024-12-31T22:00:00,2024-12-31T22:00:00,21491.5,21464.75,21465.75,21465.75,long_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2025-01-08T00:45:00,short,-120.5,near_match_price_diff,2025-01-08T00:15:00,short,351.0,2025-01-08T01:15:00,2025-01-08T09:15:00,21454.25,21579.75,21514.5,21404.25,short_atr_stop,opposite_10,-2,same_side_trade_within_5_bars_but_price_diff
2025-01-08T05:15:00,short,-72.0,no_near_match,,,,2025-01-08T09:15:00,,21368.25,,21404.25,,short_exit_opposite_10,,,no_same_side_trade_within_5_bars
2025-01-16T05:30:00,long,-101.0,near_match_entry_shift,2025-01-16T05:15:00,long,-95.5,2025-01-16T11:30:00,2025-01-16T11:30:00,21439.75,21437.0,21389.25,21389.25,long_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2025-01-17T04:00:00,short,68.0,near_match_entry_shift,2025-01-17T03:45:00,short,101.5,2025-01-17T10:15:00,2025-01-17T10:15:00,21290.0,21306.75,21256.0,21256.0,short_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2025-01-27T14:30:00,short,603.5,near_match_price_diff,2025-01-27T13:45:00,short,685.0,2025-01-27T22:15:00,2025-01-27T22:15:00,21443.25,21484.0,21141.5,21141.5,short_exit_opposite_10,opposite_10,-3,same_side_trade_within_5_bars_but_price_diff
